0Gy+PBS,0Gy+PBSY,0Gy+9H10,0Gy+9H10Y,20Gyx1+PBS,20Gyx1+PBSY,20Gyx1+9H10,20Gyx1+9H10Y,8Gyx3+PBS,8Gyx3+PBSY,8Gyx3+9H10,8Gyx3+9H10Y
12.402234636871505,26.7904397866173,12.402234636871505,26.790439786617526,12.458100558659211,23.42588314361319,12.402234636871498,23.40698114000088,12.402234636871498,26.790439786617526,12.402234636871498,23.40698114000088
17.48603351955306,130.01428151384016,17.430167597765355,160.4465073297772,17.48603351955306,146.93157474692362,17.48603351955306,140.16465745369032,17.48603351955306,106.33007098752455,17.43016759776536,89.39387575082992
22.513966480446918,239.98613853068446,22.513966480446918,206.1515520645196,22.513966480446918,243.3695971773011,22.513966480446918,185.85080018481972,22.513966480446918,155.39967236527104,22.458100558659204,104.62889066241064
27.541899441340767,603.7173940437689,27.541899441340775,485.29634141219003,27.541899441340775,640.9354391565508,27.541899441340775,414.2437098332425,27.541899441340775,508.9805519385052,27.541899441340775,116.49934893098657
32.569832402234624,1024.9674465493345,32.569832402234624,855.7945142185076,32.569832402234624,1014.8170706094849,32.56983240223463,618.9524089553496,32.56983240223463,991.1328600831689,32.569832402234624,202.7869954215148
