PBSX,PBSY,9H10(12-15-18)X,9H10(12-15-18)Y,IR+PBSX,IR+PBSY,IR+9H10(12-15-18)X,IR+9H10(12-15-18)Y,IR+9H10(14-17-20)X,IR+9H10(14-17-20)Y
12.4403842854692,15.517241379310803,12.48992108423402,14.224137931034761,12.440384285469229,15.517241379310576,12.440169840452924,14.224137931034761,12.440384285469221,15.517241379310576
17.471907702864982,55.603448275862206,17.469334362669414,40.08620689655197,17.472336592897612,58.18965517241429,17.470835477783503,49.137931034482676,17.521658946646085,55.603448275861865
22.45732544175675,117.6724137931036,22.50557557042375,108.6206896551721,22.508363355635638,125.43103448275883,22.504717790358576,103.4482758620693,22.55575570423744,111.20689655172407
27.54567678847146,200.43103448275866,27.542245668210697,179.74137931034488,27.49828443986963,214.65517241379325,27.540315663064,168.1034482758621,27.54567678847146,200.4310344827589
32.56819351518274,486.206896551724,32.554040144107084,400.8620689655172,32.556399039286376,415.08620689655163,32.53838565791734,306.4655172413793,32.591568021959205,327.1551724137932
