PBS,,IR+PBS,,IR+9H10(12-15-18),IR+9H10(12-15-18)Y,IR+9H10(14-17-20),IR+9H10(14-17-20)Y,IR+9H10(16-18-21),IR+9H10(16-18-21)Y
12.526881720429579,17.159920876445995,12.526881720429579,17.159920876446677,12.473118279569348,15.741022519781609,12.473118279569334,14.325928180158826,12.473118279569356,15.741022519781382
17.47311827956956,65.62309799147988,17.526881720429763,55.721241631162684,17.52688172042979,45.81558125380457,17.47311827956967,30.245739500912578,17.52688172042975,51.475958612295244
22.473118279569718,190.50517346317724,22.52688172042994,149.47124163116268,22.473118279569746,88.61838101034778,22.473118279569718,61.73158855751717,22.473118279569725,102.76932440657401
27.4193548387097,263.02495435179526,27.52688172043012,227.65520389531343,27.47311827956993,122.93441874619725,27.473118279569896,76.2363055386495,27.473118279569903,142.7457395009135
32.47311827957009,508.1938527084601,32.4731182795701,426.11838101034664,32.47311827957009,157.25045648204855,32.4731182795701,116.21272063298852,32.47311827957009,235.08064516129048
