PBSPBSX,PBSY,9H10(12-15-18)X,9H10(12-15-18)Y,IR+PBSX,IR+PBSY,IR+9H10(12-15-18)X,IR+9H10(12-15-18)Y,IR+9H10(14-17-20)X,IR+9H10(14-17-20)Y
12.464454976303317,31.77966101694915,12.464454976303317,31.779661016948808,12.511848341232229,26.69491525423723,12.511848341232225,25.42372881355925,12.511848341232225,33.05084745762667
17.48815165876777,53.38983050847423,17.48815165876777,52.118644067796595,17.48815165876777,30.508474576271396,17.48815165876777,31.779661016948808,17.44075829383886,29.237288135592962
22.464454976303315,137.28813559322032,22.464454976303315,123.30508474576254,22.464454976303315,29.237288135592962,22.511848341232223,29.23728813559285,22.511848341232223,25.423728813559137
27.48815165876777,256.7796610169491,27.440758293838883,208.47457627118638,27.488151658767762,40.67796610169489,27.488151658767784,35.593220338983315,27.488151658767784,39.406779661016685
32.4644549763033,507.2033898305083,32.4644549763033,467.79661016949126,32.51184834123223,102.96610169491555,32.46445497630332,25.423728813559137,32.51184834123222,27.96610169491521
